id,client_id,job_id,arrival_time,end_time,job_time,queue_time
2621,3,269,1573771493.78164,1573771495.86445,2.05955123901367,0.0232610702514648
2622,4,274,1573771494.13047,1573771496.19632,2.06349277496338,0.00235748291015625
2623,2,271,1573771494.13568,1573771496.82438,2.01498579978943,0.673719644546509
2624,9,255,1573771494.5476,1573771496.87453,1.99510502815247,0.331828117370605
2625,5,256,1573771495.11671,1573771497.11287,1.99324345588684,0.00292038917541504
2626,5,255,1573771495.09696,1573771497.14207,2.04250812530518,0.00259709358215332
2627,5,257,1573771495.12509,1573771497.36841,1.99999356269836,0.243324041366577
2628,2,272,1573771495.35227,1573771497.81051,1.99268698692322,0.465551376342773
2629,0,231,1573771496.34526,1573771498.33389,1.98593378067017,0.00269794464111328
2630,0,232,1573771496.54431,1573771498.49823,1.95142650604248,0.00249576568603516
2631,6,256,1573771496.69782,1573771498.78854,1.95218515396118,0.138540506362915
2632,0,233,1573771496.85023,1573771498.82627,1.9407811164856,0.0352566242218018
2633,4,275,1573771497.82788,1573771499.77167,1.94127798080444,0.00250887870788574
2634,6,257,1573771498.07237,1573771500.07565,2.00064492225647,0.00263786315917969
2635,5,258,1573771498.20196,1573771500.22825,2.02396631240845,0.00232529640197754
2636,8,254,1573771498.61929,1573771500.6284,2.00604748725891,0.00306797027587891
2637,3,270,1573771498.87637,1573771500.88928,2.01005101203918,0.00286364555358887
2638,3,271,1573771498.94268,1573771500.95571,2.00989198684692,0.00313639640808105
2639,8,255,1573771499.12112,1573771501.16519,2.04152894020081,0.00253510475158691
2640,5,259,1573771499.32364,1573771501.37498,2.0487380027771,0.00259566307067871
2641,1,264,1573771499.47646,1573771501.78875,2.00594973564148,0.306338548660278
2642,7,268,1573771499.48729,1573771502.06609,1.97931337356567,0.599480628967285
2643,7,269,1573771499.5212,1573771502.21797,1.9768807888031,0.719895601272583
2644,2,273,1573771500.35404,1573771502.60984,1.97018837928772,0.285612344741821
2645,8,256,1573771501.43629,1573771503.38198,1.94277811050415,0.00291323661804199
