id,client_id,job_id,start_time,end_time,duration
2567,6,245,1573751660.81358,1573751662.8137,2.00011849403381
2568,5,263,1573751661.24508,1573751663.25281,2.00772476196289
2569,6,246,1573751661.30521,1573751663.62205,2.3168363571167
2570,4,257,1573751661.5313,1573751664.015,2.48370313644409
2571,6,247,1573751662.57689,1573751664.47297,1.89608025550842
2572,4,258,1573751663.40709,1573751665.25591,1.8488233089447
2573,7,269,1573751663.76473,1573751665.62788,1.86315155029297
2574,4,259,1573751664.33934,1573751666.19149,1.85215210914612
2575,4,260,1573751665.02157,1573751666.91657,1.89499688148499
2576,8,276,1573751665.26842,1573751667.13354,1.86511898040771
2577,3,259,1573751665.30479,1573751667.14198,1.83719038963318
2578,5,264,1573751666.76887,1573751668.6086,1.83973288536072
2579,3,260,1573751667.0117,1573751668.84708,1.83538341522217
2580,9,275,1573751668.05404,1573751669.90443,1.85038709640503
2581,3,261,1573751668.14135,1573751669.9759,1.83455204963684
2582,0,263,1573751668.7002,1573751670.51268,1.81248450279236
2583,0,264,1573751669.64545,1573751671.48444,1.83899641036987
2584,6,248,1573751670.03503,1573751671.88797,1.85294127464294
2585,1,259,1573751670.60834,1573751672.45192,1.84357523918152
2586,9,276,1573751670.81372,1573751672.6675,1.85377717018127
