client_id,job_id,arrival_time,end_time,job_time,queue_time,total_time
15,0,1574410493.8995683,1574410496.090645,2.1883363723754883,0.0027396678924560547,2.1910760402679443
1,0,1574410494.0703673,1574410496.2906983,2.217427968978882,0.0029022693634033203,2.220330238342285
4,0,1574410494.0733728,1574410496.3339665,2.2581520080566406,0.0024406909942626953,2.2605926990509033
10,0,1574410494.2600448,1574410496.559479,2.296205997467041,0.0032274723052978516,2.299433469772339
1,1,1574410494.1429164,1574410496.6797621,2.533766508102417,0.0030782222747802734,2.5368447303771973
14,0,1574410494.3624265,1574410496.7862911,2.420020580291748,0.0038428306579589844,2.423863410949707
9,0,1574410494.392795,1574410496.816246,2.4205188751220703,0.002930879592895508,2.423449754714966
11,0,1574410494.5025642,1574410496.8680482,2.362567901611328,0.0029146671295166016,2.3654825687408447
10,1,1574410494.582326,1574410498.5809703,2.481865167617798,1.5167784690856934,3.998643636703491
6,0,1574410494.8005624,1574410498.694278,2.3486669063568115,1.5450475215911865,3.893714427947998
8,0,1574410494.7972157,1574410498.7058244,2.4044041633605957,1.5042040348052979,3.9086081981658936
5,0,1574410494.9374871,1574410498.947894,2.3822319507598877,1.6281745433807373,4.010406494140625
17,0,1574410495.2468984,1574410499.1130269,2.4269704818725586,1.439157485961914,3.8661279678344727
14,1,1574410495.587936,1574410499.250106,2.3743324279785156,1.287837028503418,3.6621694564819336
2,0,1574410495.439497,1574410499.2639236,2.44016432762146,1.3842616081237793,3.8244259357452393
17,1,1574410495.3331068,1574410499.3605514,2.5655086040496826,1.4619355201721191,4.027444124221802
17,2,1574410495.7093918,1574410500.7447345,2.1552202701568604,2.8801214694976807,5.035341739654541
17,3,1574410495.9941964,1574410500.8797507,2.1563854217529297,2.729167938232422,4.885553359985352
0,0,1574410495.9659514,1574410500.8982234,2.1950950622558594,2.737175941467285,4.9322710037231445
0,1,1574410496.0515594,1574410501.1898775,2.2320752143859863,2.9062421321868896,5.138317346572876
9,1,1574410496.0578125,1574410501.3311062,2.2100141048431396,3.063279151916504,5.2732932567596436
11,1,1574410496.340756,1574410501.4105718,2.1397335529327393,2.930081844329834,5.069815397262573
12,0,1574410496.12587,1574410501.4147072,2.157348155975342,3.131488561630249,5.288836717605591
3,0,1574410496.4894183,1574410501.553243,2.1852498054504395,2.8785743713378906,5.06382417678833
19,0,1574410496.5758855,1574410503.1091235,2.3572678565979004,4.17596960067749,6.533237457275391
12,1,1574410496.5941496,1574410503.2855227,2.39825177192688,4.293120861053467,6.691372632980347
4,1,1574410496.6004534,1574410503.4590678,2.5506787300109863,4.307934761047363,6.85861349105835
10,2,1574410496.6187863,1574410503.5901418,2.39060640335083,4.5807483196258545,6.971354722976685
10,3,1574410496.6387696,1574410503.8014324,2.4628167152404785,4.6998450756073,7.162661790847778
19,1,1574410496.7468748,1574410503.8705463,2.4521267414093018,4.671544075012207,7.123670816421509
19,2,1574410496.9647603,1574410503.8811834,2.459444999694824,4.456977367401123,6.916422367095947
7,0,1574410496.988846,1574410504.1256077,2.563944101333618,4.572816848754883,7.136760950088501
5,1,1574410497.054685,1574410505.4984891,2.382704496383667,6.061099052429199,8.443803548812866
7,1,1574410497.1675174,1574410505.7193007,2.4261672496795654,6.125615358352661,8.551782608032227
12,2,1574410497.200661,1574410505.915812,2.4465484619140625,6.268601894378662,8.715150356292725
17,4,1574410497.339628,1574410505.9867733,2.3867273330688477,6.260416746139526,8.647144079208374
9,2,1574410497.3937867,1574410506.261182,2.448259115219116,6.419135332107544,8.86739444732666
14,2,1574410497.6258903,1574410506.4340203,2.535135269165039,6.27299427986145,8.80812954902649
13,0,1574410497.4003427,1574410506.4402096,2.560732126235962,6.4791340827941895,9.039866209030151
0,2,1574410497.764274,1574410506.6797798,2.543882131576538,6.371622800827026,8.915504932403564
17,5,1574410497.8914905,1574410507.920337,2.414109468460083,7.614736318588257,10.02884578704834
14,3,1574410498.097973,1574410508.2336864,2.5069310665130615,7.628781080245972,10.135712146759033
2,1,1574410498.1445837,1574410508.3944442,2.467839002609253,7.782020568847656,10.24985957145691
19,3,1574410498.206013,1574410508.4083118,2.4151926040649414,7.787105560302734,10.202298164367676
0,3,1574410498.4713638,1574410508.6423163,2.3736133575439453,7.797338485717773,10.170951843261719
7,2,1574410498.6549644,1574410508.855459,2.414458990097046,7.78603458404541,10.200493574142456
13,1,1574410499.3404663,1574410508.8977113,2.4506118297576904,7.1066319942474365,9.557243824005127
14,4,1574410499.3927553,1574410509.1079762,2.4199304580688477,7.2952892780303955,9.715219736099243
15,1,1574410499.4960456,1574410510.3117485,2.383349657058716,8.432352542877197,10.815702199935913
16,0,1574410499.6191626,1574410510.5033782,2.2626044750213623,8.621610403060913,10.884214878082275
17,6,1574410499.6201274,1574410510.7311711,2.3301050662994385,8.780938148498535,11.111043214797974
1,2,1574410499.671658,1574410510.7436728,2.3279614448547363,8.74405288696289,11.072014331817627
4,2,1574410499.7494214,1574410510.9688575,2.3196332454681396,8.899802207946777,11.219435453414917
18,0,1574410499.7727168,1574410511.1585302,2.29647159576416,9.089341402053833,11.385812997817993
6,1,1574410499.9419174,1574410511.231484,2.32806396484375,8.961502075195312,11.289566040039062
19,4,1574410499.94629,1574410511.3959265,2.281658887863159,9.167977094650269,11.449635982513428
