id,client_id,job_id,start_time,end_time,duration
541,0,39,1573748389.0479,1573748390.88014,1.83224177360535
542,9,50,1573748391.48698,1573748393.35886,1.87188458442688
543,0,40,1573748391.81321,1573748393.69865,1.88544082641602
544,7,51,1573748391.96834,1573748393.84642,1.87807774543762
545,4,56,1573748392.79438,1573748394.74245,1.9480676651001
546,6,52,1573748393.09456,1573748395.09608,2.00152349472046
547,0,41,1573748393.15503,1573748395.11415,1.95911431312561
548,0,42,1573748393.71105,1573748395.65627,1.94521903991699
549,7,52,1573748393.79069,1573748395.74282,1.9521324634552
550,5,68,1573748393.85661,1573748395.79887,1.94225931167603
551,8,63,1573748394.95968,1573748396.88042,1.92074799537659
552,1,56,1573748395.12004,1573748397.02919,1.90914869308472
553,3,53,1573748396.27336,1573748398.28262,2.00925779342651
554,6,53,1573748396.45894,1573748398.49366,2.03472805023193
555,0,43,1573748396.51681,1573748398.56609,2.04928183555603
556,1,57,1573748397.09234,1573748399.13644,2.04410028457642
557,6,54,1573748398.00063,1573748400.05722,2.0565915107727
558,5,69,1573748398.55591,1573748400.63717,2.08125615119934
559,4,57,1573748398.79588,1573748400.83632,2.04043841362
560,9,51,1573748399.02178,1573748401.03997,2.01819610595703
561,9,52,1573748399.25708,1573748401.25737,2.00028944015503
562,1,58,1573748399.57112,1573748401.56842,1.99729990959167
563,7,53,1573748400.32906,1573748402.31145,1.98239088058472
564,0,44,1573748400.4791,1573748402.46375,1.9846453666687
565,6,55,1573748401.27715,1573748403.19036,1.91321134567261
566,4,58,1573748401.7145,1573748403.61412,1.89962482452393
567,1,59,1573748401.98577,1573748403.88116,1.89538955688477
568,8,65,1573748402.35102,1573748404.24301,1.89198732376099
569,7,54,1573748403.75568,1573748405.6856,1.92991638183594
570,0,45,1573748403.93455,1573748405.90258,1.96803212165833
571,7,55,1573748404.01038,1573748405.93398,1.92360067367554
572,4,59,1573748403.99892,1573748405.98513,1.98621082305908
573,6,56,1573748404.35093,1573748406.28483,1.93389964103699
574,5,70,1573748405.94042,1573748407.94698,2.00656223297119
575,8,66,1573748406.18439,1573748408.21182,2.02743363380432
576,2,55,1573748406.25143,1573748408.27273,2.02130222320557
577,0,46,1573748407.39441,1573748409.32289,1.92848038673401
578,9,53,1573748407.59737,1573748409.52545,1.9280800819397
579,9,54,1573748408.08545,1573748409.97364,1.88819408416748
580,2,56,1573748408.62463,1573748410.50276,1.8781270980835
581,0,47,1573748409.39566,1573748411.35459,1.95892214775085
582,2,57,1573748409.51054,1573748411.42829,1.91774153709412
583,3,54,1573748410.13657,1573748412.02787,1.89130163192749
584,1,60,1573748410.50003,1573748412.38544,1.88540291786194
585,8,67,1573748410.71498,1573748412.60611,1.89112710952759
586,8,68,1573748411.2214,1573748413.08396,1.86256384849548
587,0,48,1573748412.38673,1573748414.24066,1.85393857955933
588,9,55,1573748412.73094,1573748414.62569,1.89475178718567
589,0,49,1573748412.81644,1573748414.68387,1.86742472648621
590,1,61,1573748413.57967,1573748415.46727,1.88760304450989
591,6,57,1573748413.71436,1573748415.57631,1.86195421218872
592,0,50,1573748414.03615,1573748415.86803,1.83187294006348
593,2,58,1573748417.3648,1573748419.15623,1.79143238067627
594,0,51,1573748418.06224,1573748419.86713,1.80488300323486
595,3,55,1573748418.72246,1573748420.53749,1.81502652168274
596,4,60,1573748419.29263,1573748421.12615,1.83352398872376
597,3,56,1573748420.01216,1573748421.8662,1.85403990745544
598,4,61,1573748420.36519,1573748422.1944,1.82920718193054
599,4,62,1573748421.07071,1573748422.96442,1.89370560646057
600,9,56,1573748421.39778,1573748423.29822,1.90044116973877
601,2,59,1573748421.9046,1573748423.90552,2.00091671943665
602,4,63,1573748422.07056,1573748424.05633,1.98576164245605
603,1,62,1573748422.33359,1573748424.29884,1.9652464389801
604,7,56,1573748423.29585,1573748425.28735,1.99150347709656
605,9,57,1573748423.36995,1573748425.37967,2.00971746444702
606,6,58,1573748423.71346,1573748425.67006,1.95660471916199
607,2,60,1573748424.19049,1573748426.13448,1.94399452209473
608,9,58,1573748424.6631,1573748426.56186,1.89876556396484
609,2,61,1573748425.04874,1573748426.92176,1.87302684783936
610,6,59,1573748425.70067,1573748427.48995,1.78927946090698
611,9,59,1573748427.87304,1573748429.64883,1.77578926086426
612,0,52,1573748428.63948,1573748430.46164,1.82216334342957
613,5,71,1573748428.68778,1573748430.47069,1.78291416168213
614,3,57,1573748429.56226,1573748431.38872,1.8264582157135
615,2,62,1573748431.12306,1573748433.08125,1.95819616317749
616,4,64,1573748431.29091,1573748433.24427,1.95335674285889
617,0,53,1573748431.54939,1573748433.51412,1.96472930908203
618,7,57,1573748432.16115,1573748434.11052,1.94936656951904
619,4,65,1573748432.18498,1573748434.16367,1.97868633270264
620,5,72,1573748432.67958,1573748434.58433,1.90474677085876
621,6,60,1573748434.35448,1573748436.15215,1.79767322540283
622,4,66,1573748435.72937,1573748437.63669,1.90732383728027
623,7,58,1573748436.27994,1573748438.21344,1.93349647521973
624,0,54,1573748436.49819,1573748438.432,1.93380570411682
625,7,59,1573748436.47471,1573748438.45109,1.97637629508972
626,4,67,1573748436.8194,1573748438.77205,1.95265340805054
627,6,61,1573748437.70188,1573748439.60088,1.89900422096252
628,0,55,1573748438.3845,1573748440.32498,1.94048190116882
629,2,63,1573748438.56691,1573748440.4881,1.92118525505066
630,7,60,1573748439.05906,1573748441.01494,1.95588135719299
631,7,61,1573748439.35541,1573748441.33875,1.98333787918091
632,5,73,1573748439.57067,1573748441.54365,1.97298097610474
633,4,68,1573748439.92284,1573748441.87922,1.956383228302
634,5,74,1573748439.98797,1573748441.93913,1.95116019248962
635,8,69,1573748440.17015,1573748442.14802,1.97787022590637
636,5,75,1573748442.23761,1573748444.02725,1.78964066505432
637,9,61,1573748443.07376,1573748444.93111,1.85734033584595
638,7,62,1573748443.5586,1573748445.45427,1.89566993713379
639,6,62,1573748444.26858,1573748446.19602,1.92744016647339
640,7,63,1573748444.37817,1573748446.33556,1.95738816261292
641,2,64,1573748444.64314,1573748446.58161,1.93846917152405
642,7,64,1573748444.92262,1573748446.85186,1.92924380302429
643,3,58,1573748445.61639,1573748447.44216,1.82576894760132
644,5,76,1573748447.03383,1573748448.88666,1.85283541679382
645,3,59,1573748447.67302,1573748449.56368,1.89066481590271
646,6,63,1573748447.7396,1573748449.62495,1.88534832000732
647,5,77,1573748448.48426,1573748450.38146,1.89719486236572
648,2,65,1573748448.51079,1573748450.44026,1.92947149276733
649,6,64,1573748449.30167,1573748451.22765,1.92597627639771
650,5,78,1573748449.83038,1573748451.77379,1.94341516494751
651,1,63,1573748450.15287,1573748452.22228,2.069415807724
652,8,70,1573748450.28889,1573748452.34147,2.05257725715637
653,9,62,1573748450.64828,1573748452.76198,2.11370062828064
654,3,60,1573748450.65652,1573748452.80598,2.14946222305298
655,2,66,1573748451.45247,1573748453.55722,2.10475587844849
656,8,71,1573748451.58658,1573748453.75392,2.16734313964844
657,5,79,1573748452.13941,1573748454.20618,2.06676173210144
658,2,67,1573748452.3678,1573748454.44892,2.08111476898193
659,9,63,1573748452.82806,1573748454.84772,2.0196545124054
660,2,68,1573748453.02108,1573748455.026,2.00491642951965
661,4,69,1573748453.3046,1573748455.31681,2.01221585273743
662,3,61,1573748453.6056,1573748455.60869,2.00309491157532
663,2,69,1573748454.44987,1573748456.52135,2.07147932052612
664,4,70,1573748454.67211,1573748456.71593,2.04382348060608
665,2,70,1573748454.6871,1573748456.75824,2.07114601135254
666,5,80,1573748454.92518,1573748456.93812,2.01293516159058
667,7,65,1573748455.01112,1573748457.05325,2.04212832450867
668,5,81,1573748455.65307,1573748457.65776,2.00468492507935
669,4,71,1573748455.6918,1573748457.67567,1.98387122154236
670,6,65,1573748455.74694,1573748457.77072,2.02378368377686
671,8,72,1573748456.60466,1573748458.48615,1.8814845085144
672,1,64,1573748457.92388,1573748459.72805,1.80416798591614
673,5,82,1573748458.44678,1573748460.29461,1.84783935546875
674,3,62,1573748458.97853,1573748460.92092,1.94238829612732
675,0,56,1573748459.20813,1573748461.14011,1.93198347091675
676,3,63,1573748459.86059,1573748461.90439,2.04380416870117
677,5,83,1573748460.14068,1573748462.28395,2.14327359199524
678,1,65,1573748460.40769,1573748462.50407,2.0963773727417
679,4,72,1573748460.96398,1573748463.02454,2.06055641174316
680,9,64,1573748461.1866,1573748463.31416,2.1275622844696
681,3,64,1573748461.28411,1573748463.4547,2.17059183120728
682,5,84,1573748461.61402,1573748463.74489,2.13087248802185
683,5,85,1573748461.84462,1573748463.97448,2.12986540794373
684,9,65,1573748461.98108,1573748464.05768,2.07659888267517
685,0,57,1573748462.68565,1573748464.72964,2.04398584365845
686,0,58,1573748462.8027,1573748464.87498,2.07228350639343
687,8,73,1573748462.80747,1573748465.17588,2.36840176582336
688,3,65,1573748463.15093,1573748465.37113,2.22019386291504
689,6,66,1573748463.2572,1573748465.48185,2.22464752197266
690,2,71,1573748463.49719,1573748465.75137,2.2541778087616
691,7,66,1573748463.69942,1573748465.99039,2.29096555709839
692,6,67,1573748463.82169,1573748466.08058,2.25889754295349
693,6,68,1573748464.17345,1573748466.73519,2.56173801422119
694,5,86,1573748464.66705,1573748466.88486,2.21780920028687
695,3,66,1573748464.97219,1573748467.13203,2.15984201431274
696,3,67,1573748465.7681,1573748467.69872,1.93061685562134
697,3,68,1573748466.0143,1573748467.94679,1.93248295783997
698,6,69,1573748466.08435,1573748468.03599,1.95163035392761
699,1,66,1573748466.19393,1573748468.15024,1.95631170272827
700,6,70,1573748467.01334,1573748468.90563,1.89229297637939
701,5,87,1573748467.50095,1573748469.39122,1.8902633190155
702,7,67,1573748467.79678,1573748469.65128,1.85450053215027
703,8,74,1573748468.29559,1573748470.16357,1.86798691749573
704,7,68,1573748468.55278,1573748470.40114,1.84835624694824
705,6,71,1573748469.0486,1573748470.86292,1.81432294845581
