id,client_id,job_id,arrival_time,end_time,job_time,queue_time,total_time
1,17,0,1573779064.79764,1573779066.8316,1.97994351387024,0.0540063381195068,2.03394985198975
2,12,0,1573779064.9201,1573779066.89438,1.97073435783386,0.00355005264282227,1.97428441047668
3,18,0,1573779065.5805,1573779067.67196,2.0870144367218,0.00444936752319336,2.091463804245
4,7,0,1573779065.76664,1573779067.86718,2.09584259986877,0.00469851493835449,2.10054111480713
5,18,1,1573779066.33353,1573779068.52524,2.18657493591309,0.00513339042663574,2.19170832633972
6,9,0,1573779066.40237,1573779068.58637,2.17917799949646,0.00482273101806641,2.18400073051453
7,9,0,1573779066.40237,1573779068.58637,2.17917799949646,0.00482273101806641,2.18400073051453
8,10,0,1573779066.84335,1573779068.89238,2.04544901847839,0.00358033180236816,2.04902935028076
9,2,0,1573779067.00598,1573779069.032,2.02264380455017,0.00337672233581543,2.02602052688599
10,10,1,1573779067.08547,1573779069.24406,2.15422892570496,0.0043635368347168,2.15859246253967
11,12,1,1573779067.1092,1573779069.7626,2.07775449752808,0.575637578964233,2.65339207649231
12,11,1,1573779067.43823,1573779069.92464,2.04383325576782,0.442575931549072,2.48640918731689
13,6,0,1573779067.53565,1573779070.58144,2.04333233833313,1.00246214866638,3.04579448699951
14,11,2,1573779067.57891,1573779070.64424,2.04632067680359,1.01900887489319,3.06532955169678
15,11,3,1573779067.62081,1573779070.68526,2.06325387954712,1.00119686126709,3.06445074081421
16,5,0,1573779067.72745,1573779070.93413,2.03068995475769,1.17599177360535,3.20668172836304
17,13,0,1573779068.38865,1573779071.10243,2.05779504776001,0.655987501144409,2.71378254890442
18,10,2,1573779068.54662,1573779071.31197,2.05103588104248,0.71431827545166,2.76535415649414
19,15,0,1573779069.2414,1573779071.82514,2.04962825775146,0.534116983413696,2.58374524116516
20,0,0,1573779069.44954,1573779072.01531,2.07836651802063,0.487394332885742,2.56576085090637
21,14,0,1573779069.51628,1573779072.6265,2.03379130363464,1.07643222808838,3.11022353172302
22,16,0,1573779069.51943,1573779072.68879,2.03135967254639,1.13800191879272,3.16936159133911
23,1,0,1573779069.78497,1573779072.77078,2.0728452205658,0.912964105606079,2.98580932617187
24,12,2,1573779070.15207,1573779072.98025,2.03357982635498,0.794600963592529,2.82818078994751
25,6,1,1573779070.43256,1573779073.20536,2.09041380882263,0.682385683059692,2.77279949188232
26,9,1,1573779070.66448,1573779073.35278,2.02950072288513,0.658792972564697,2.68829369544983
27,18,2,1573779070.72241,1573779073.87495,2.0375645160675,1.11498117446899,3.1525456905365
28,0,1,1573779070.90723,1573779074.08595,2.05970525741577,1.11902189254761,3.17872714996338
29,6,2,1573779071.16702,1573779074.68838,2.04915904998779,1.47219085693359,3.52134990692139
30,2,1,1573779071.50718,1573779074.75454,2.0531268119812,1.19423913955688,3.24736595153809
